,Location,Total_2007,MultiFamily(2)_2007,MultiFamily(3to4)_2007,MultiFamily(5)_2007,MultiFamily(all)_2007,SingleFamily_2007,Total_2008,MultiFamily(2)_2008,MultiFamily(3to4)_2008,MultiFamily(5)_2008,MultiFamily(all)_2008,SingleFamily_2008,Total_2009,MultiFamily(2)_2009,MultiFamily(3to4)_2009,MultiFamily(5)_2009,MultiFamily(all)_2009,SingleFamily_2009,Total_2010,MultiFamily(2)_2010,MultiFamily(3to4)_2010,MultiFamily(5)_2010,MultiFamily(all)_2010,SingleFamily_2010,Total_2011,MultiFamily(2)_2011,MultiFamily(3to4)_2011,MultiFamily(5)_2011,MultiFamily(all)_2011,SingleFamily_2011,Total_2012,MultiFamily(2)_2012,MultiFamily(3to4)_2012,MultiFamily(5)_2012,MultiFamily(all)_2012,SingleFamily_2012,Total_2013,MultiFamily(2)_2013,MultiFamily(3to4)_2013,MultiFamily(5)_2013,MultiFamily(all)_2013,SingleFamily_2013
434,Santa Monica,633.0,4.0,18.0,565.0,587.0,46.0,201.0,0.0,15.0,144.0,159.0,42.0,104.0,0.0,15.0,59.0,74.0,30.0,302.0,0.0,10.0,270.0,280.0,22.0,395.0,0.0,7.0,361.0,368.0,27.0,346.0,4.0,7.0,318.0,329.0,17.0,42.0,4.0,4.0,5.0,13.0,29.0
435,Santa Paula,40.0,2.0,0.0,5.0,7.0,33.0,26.0,0.0,4.0,9.0,13.0,13.0,5.0,0.0,0.0,0.0,0.0,5.0,94.0,0.0,0.0,90.0,90.0,4.0,21.0,0.0,0.0,20.0,20.0,1.0,12.0,0.0,0.0,0.0,0.0,12.0,47.0,0.0,0.0,6.0,6.0,41.0
436,Santa Rosa,840.0,42.0,46.0,384.0,472.0,368.0,197.0,8.0,16.0,23.0,47.0,150.0,101.0,0.0,0.0,0.0,0.0,101.0,224.0,0.0,0.0,138.0,138.0,86.0,255.0,0.0,27.0,43.0,70.0,185.0,237.0,0.0,6.0,128.0,134.0,103.0,485.0,0.0,0.0,347.0,347.0,138.0
437,Santee,248.0,0.0,0.0,0.0,0.0,248.0,157.0,0.0,0.0,0.0,0.0,157.0,157.0,0.0,0.0,0.0,0.0,157.0,164.0,0.0,0.0,48.0,48.0,116.0,160.0,0.0,0.0,80.0,80.0,80.0,82.0,0.0,0.0,44.0,44.0,38.0,133.0,0.0,0.0,102.0,102.0,31.0
438,Saratoga,25.0,0.0,0.0,0.0,0.0,25.0,23.0,0.0,0.0,0.0,0.0,23.0,22.0,0.0,0.0,0.0,0.0,22.0,14.0,0.0,0.0,0.0,0.0,14.0,33.0,0.0,0.0,0.0,0.0,33.0,40.0,0.0,0.0,0.0,0.0,40.0,8.0,0.0,0.0,0.0,0.0,8.0
439,Sausalito,4.0,2.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
440,Scotts Valley,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,4.0
441,Seal Beach,23.0,0.0,0.0,0.0,0.0,23.0,11.0,0.0,0.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0
442,Seaside,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,0.0,0.0,6.0,12.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
443,Sebastopol,23.0,0.0,0.0,0.0,0.0,23.0,10.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,6.0,20.0,0.0,4.0,0.0,4.0,16.0,16.0,0.0,0.0,0.0,0.0,16.0,12.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,9.0
444,Selma,41.0,0.0,0.0,0.0,0.0,41.0,9.0,0.0,0.0,0.0,0.0,9.0,86.0,0.0,16.0,64.0,80.0,6.0,23.0,0.0,0.0,0.0,0.0,23.0,82.0,0.0,0.0,0.0,0.0,82.0,108.0,0.0,0.0,0.0,0.0,108.0,15.0,0.0,0.0,0.0,0.0,15.0
445,Shafter,101.0,0.0,0.0,0.0,0.0,101.0,49.0,0.0,0.0,0.0,0.0,49.0,59.0,0.0,0.0,0.0,0.0,59.0,65.0,0.0,0.0,0.0,0.0,65.0,22.0,0.0,0.0,0.0,0.0,22.0,13.0,0.0,0.0,0.0,0.0,13.0,45.0,0.0,0.0,0.0,0.0,45.0
446,Shasta County Unincorporated Area,283.0,10.0,11.0,0.0,21.0,262.0,146.0,0.0,0.0,0.0,0.0,146.0,102.0,6.0,0.0,0.0,6.0,96.0,66.0,4.0,0.0,0.0,4.0,62.0,49.0,0.0,0.0,0.0,0.0,49.0,45.0,0.0,0.0,0.0,0.0,45.0,60.0,0.0,0.0,0.0,0.0,60.0
447,Shasta Lake,30.0,0.0,0.0,0.0,0.0,30.0,17.0,0.0,0.0,0.0,0.0,17.0,11.0,0.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,6.0
448,Sierra County,14.0,0.0,0.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
449,Sierra Madre,19.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,4.0,0.0,4.0,10.0
450,Signal Hill,12.0,0.0,0.0,0.0,0.0,12.0,4.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,4.0,7.0,11.0,8.0,48.0,0.0,0.0,24.0,24.0,24.0,51.0,0.0,0.0,5.0,5.0,46.0
451,Simi Valley,189.0,8.0,13.0,36.0,57.0,132.0,49.0,2.0,0.0,28.0,30.0,19.0,6.0,0.0,0.0,0.0,0.0,6.0,18.0,0.0,0.0,0.0,0.0,18.0,6.0,0.0,0.0,0.0,0.0,6.0,75.0,0.0,0.0,0.0,0.0,75.0,57.0,0.0,0.0,0.0,0.0,57.0
452,Siskiyou County Unincorporated Area,117.0,0.0,0.0,0.0,0.0,117.0,95.0,0.0,4.0,0.0,4.0,91.0,55.0,4.0,0.0,0.0,4.0,51.0,53.0,4.0,0.0,0.0,4.0,49.0,44.0,0.0,0.0,0.0,0.0,44.0,52.0,0.0,0.0,0.0,0.0,52.0,17.0,0.0,0.0,0.0,0.0,17.0
453,Solana Beach,11.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0
454,Solano County Unincorporated Area,54.0,0.0,0.0,0.0,0.0,54.0,12.0,0.0,0.0,0.0,0.0,12.0,17.0,0.0,0.0,0.0,0.0,17.0,8.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,12.0,18.0,0.0,0.0,0.0,0.0,18.0,21.0,0.0,0.0,0.0,0.0,21.0
455,Soledad,297.0,0.0,8.0,267.0,275.0,22.0,62.0,0.0,3.0,56.0,59.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,33.0,0.0,0.0,0.0,0.0,33.0,20.0,0.0,0.0,0.0,0.0,20.0
456,Solvang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,35.0,0.0,0.0,0.0,0.0,35.0
457,Sonoma,33.0,0.0,0.0,0.0,0.0,33.0,12.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,8.0,47.0,0.0,3.0,40.0,43.0,4.0,3.0,0.0,0.0,0.0,0.0,3.0,29.0,0.0,0.0,0.0,0.0,29.0
458,Sonoma County Unincorporated Area,300.0,0.0,3.0,6.0,9.0,291.0,346.0,10.0,6.0,5.0,21.0,325.0,217.0,0.0,0.0,0.0,0.0,217.0,211.0,0.0,12.0,36.0,48.0,163.0,124.0,2.0,0.0,0.0,2.0,122.0,189.0,4.0,0.0,60.0,64.0,125.0,178.0,0.0,0.0,0.0,0.0,178.0
459,Sonora,3.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
460,South El Monte,5.0,0.0,0.0,0.0,0.0,5.0,75.0,0.0,0.0,72.0,72.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0
461,South Gate,65.0,0.0,0.0,0.0,0.0,65.0,38.0,0.0,0.0,0.0,0.0,38.0,23.0,0.0,0.0,0.0,0.0,23.0,12.0,0.0,0.0,0.0,0.0,12.0,7.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0
462,South Lake Tahoe,52.0,0.0,0.0,0.0,0.0,52.0,27.0,2.0,0.0,0.0,2.0,25.0,23.0,0.0,0.0,0.0,0.0,23.0,12.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,10.0,13.0,0.0,0.0,0.0,0.0,13.0,18.0,0.0,0.0,0.0,0.0,18.0
463,South Pasadena,26.0,0.0,3.0,16.0,19.0,7.0,5.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0
464,South San Francisco,111.0,0.0,0.0,99.0,99.0,12.0,5.0,2.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,109.0,0.0,0.0,109.0,109.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0
465,St. Helena,5.0,0.0,0.0,0.0,0.0,5.0,22.0,0.0,3.0,7.0,10.0,12.0,6.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
466,Stanislaus County Unincorporated Area,259.0,0.0,0.0,0.0,0.0,259.0,60.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,60.0,29.0,0.0,0.0,0.0,0.0,29.0,14.0,0.0,0.0,0.0,0.0,14.0,34.0,2.0,0.0,0.0,2.0,32.0,36.0,0.0,0.0,0.0,0.0,36.0
467,Stanton,39.0,0.0,0.0,0.0,0.0,39.0,59.0,0.0,0.0,0.0,0.0,59.0,33.0,0.0,0.0,0.0,0.0,33.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,2.0
468,Stockton,706.0,0.0,3.0,86.0,89.0,617.0,172.0,0.0,8.0,0.0,8.0,164.0,187.0,0.0,0.0,0.0,0.0,187.0,123.0,0.0,0.0,0.0,0.0,123.0,127.0,0.0,0.0,0.0,0.0,127.0,93.0,0.0,0.0,0.0,0.0,93.0,166.0,0.0,0.0,70.0,70.0,96.0
469,Suisun City,68.0,8.0,0.0,0.0,8.0,60.0,31.0,0.0,0.0,0.0,0.0,31.0,26.0,0.0,0.0,0.0,0.0,26.0,28.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,49.0
470,Sunnyvale,317.0,0.0,0.0,0.0,0.0,317.0,356.0,0.0,0.0,197.0,197.0,159.0,116.0,0.0,0.0,0.0,0.0,116.0,856.0,0.0,0.0,744.0,744.0,112.0,490.0,0.0,0.0,279.0,279.0,211.0,218.0,0.0,0.0,0.0,0.0,218.0,549.0,16.0,0.0,359.0,375.0,174.0
471,Susanville,19.0,0.0,0.0,0.0,0.0,19.0,25.0,6.0,10.0,0.0,16.0,9.0,6.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,3.0,0.0,3.0,1.0,5.0,0.0,3.0,0.0,3.0,2.0
472,Sutter County Unincorporated Area,34.0,0.0,0.0,0.0,0.0,34.0,32.0,0.0,0.0,0.0,0.0,32.0,16.0,0.0,0.0,0.0,0.0,16.0,10.0,0.0,0.0,0.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,10.0
473,Sutter Creek,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
474,Taft,4.0,2.0,0.0,0.0,2.0,2.0,6.0,2.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
475,Tehachapi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
476,Tehama County Unincorporated Area,177.0,2.0,0.0,0.0,2.0,175.0,77.0,0.0,0.0,0.0,0.0,77.0,57.0,0.0,0.0,0.0,0.0,57.0,43.0,0.0,0.0,0.0,0.0,43.0,23.0,0.0,0.0,0.0,0.0,23.0,37.0,0.0,0.0,0.0,0.0,37.0,48.0,0.0,0.0,0.0,0.0,48.0
477,Temecula,905.0,0.0,90.0,147.0,237.0,668.0,575.0,0.0,0.0,274.0,274.0,301.0,355.0,0.0,0.0,32.0,32.0,323.0,348.0,0.0,0.0,0.0,0.0,348.0,288.0,0.0,0.0,0.0,0.0,288.0,355.0,0.0,0.0,25.0,25.0,330.0,664.0,0.0,0.0,348.0,348.0,316.0
478,Temple City,212.0,8.0,61.0,120.0,189.0,23.0,38.0,0.0,0.0,0.0,0.0,38.0,33.0,0.0,0.0,0.0,0.0,33.0,38.0,0.0,0.0,0.0,0.0,38.0,32.0,0.0,0.0,0.0,0.0,32.0,24.0,0.0,0.0,0.0,0.0,24.0,58.0,0.0,0.0,0.0,0.0,58.0
479,Thousand Oaks,79.0,0.0,3.0,5.0,8.0,71.0,56.0,0.0,23.0,23.0,46.0,10.0,48.0,0.0,15.0,5.0,20.0,28.0,35.0,0.0,9.0,6.0,15.0,20.0,39.0,0.0,21.0,0.0,21.0,18.0,72.0,0.0,3.0,60.0,63.0,9.0,79.0,4.0,22.0,16.0,42.0,37.0
480,Tiburon Town,6.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,3.0
481,Torrance,163.0,28.0,6.0,48.0,82.0,81.0,45.0,4.0,13.0,6.0,23.0,22.0,20.0,2.0,3.0,0.0,5.0,15.0,47.0,0.0,0.0,6.0,6.0,41.0,13.0,0.0,0.0,5.0,5.0,8.0,27.0,0.0,3.0,0.0,3.0,24.0,34.0,8.0,13.0,0.0,21.0,13.0
482,Tracy,29.0,2.0,0.0,0.0,2.0,27.0,18.0,0.0,0.0,0.0,0.0,18.0,28.0,0.0,0.0,0.0,0.0,28.0,14.0,0.0,0.0,0.0,0.0,14.0,11.0,0.0,0.0,0.0,0.0,11.0,20.0,0.0,0.0,0.0,0.0,20.0,67.0,0.0,0.0,0.0,0.0,67.0
483,Trinidad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,Trinity County,49.0,0.0,0.0,0.0,0.0,49.0,25.0,0.0,0.0,0.0,0.0,25.0,30.0,2.0,0.0,0.0,2.0,28.0,40.0,0.0,0.0,0.0,0.0,40.0,25.0,0.0,0.0,0.0,0.0,25.0,5.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,14.0
485,Truckee,189.0,6.0,42.0,8.0,56.0,133.0,55.0,4.0,0.0,0.0,4.0,51.0,29.0,0.0,0.0,0.0,0.0,29.0,34.0,0.0,0.0,0.0,0.0,34.0,40.0,0.0,0.0,0.0,0.0,40.0,48.0,0.0,0.0,0.0,0.0,48.0,76.0,0.0,0.0,0.0,0.0,76.0
486,Tulare,578.0,2.0,3.0,0.0,5.0,573.0,363.0,8.0,0.0,72.0,80.0,283.0,180.0,0.0,0.0,0.0,0.0,180.0,133.0,20.0,0.0,0.0,20.0,113.0,267.0,0.0,0.0,112.0,112.0,155.0,62.0,0.0,0.0,0.0,0.0,62.0,172.0,12.0,30.0,16.0,58.0,114.0
487,Tulare County Unincorporated Area,446.0,4.0,0.0,56.0,60.0,386.0,274.0,2.0,0.0,48.0,50.0,224.0,157.0,2.0,0.0,0.0,2.0,155.0,216.0,6.0,56.0,0.0,62.0,154.0,222.0,4.0,0.0,80.0,84.0,138.0,102.0,0.0,3.0,0.0,3.0,99.0,168.0,0.0,0.0,18.0,18.0,150.0
488,Tulelake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
489,Tuolumne County Unincorporated Area,146.0,0.0,3.0,0.0,3.0,143.0,102.0,0.0,0.0,0.0,0.0,102.0,50.0,0.0,0.0,0.0,0.0,50.0,56.0,0.0,0.0,0.0,0.0,56.0,45.0,0.0,0.0,0.0,0.0,45.0,35.0,0.0,0.0,0.0,0.0,35.0,33.0,0.0,0.0,0.0,0.0,33.0
490,Turlock,365.0,2.0,0.0,211.0,213.0,152.0,110.0,2.0,0.0,0.0,2.0,108.0,73.0,0.0,0.0,20.0,20.0,53.0,54.0,0.0,0.0,0.0,0.0,54.0,28.0,0.0,0.0,0.0,0.0,28.0,100.0,0.0,0.0,80.0,80.0,20.0,51.0,0.0,0.0,0.0,0.0,51.0
491,Tustin,424.0,0.0,12.0,58.0,70.0,354.0,218.0,2.0,3.0,44.0,49.0,169.0,82.0,0.0,9.0,0.0,9.0,73.0,36.0,0.0,3.0,0.0,3.0,33.0,334.0,0.0,0.0,237.0,237.0,97.0,95.0,0.0,0.0,25.0,25.0,70.0,758.0,0.0,0.0,758.0,758.0,0.0
492,Twentynine Palms,125.0,26.0,0.0,0.0,26.0,99.0,31.0,0.0,0.0,0.0,0.0,31.0,36.0,0.0,0.0,0.0,0.0,36.0,47.0,0.0,0.0,0.0,0.0,47.0,34.0,2.0,0.0,0.0,2.0,32.0,11.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,4.0
493,Ukiah,6.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,3.0,33.0,0.0,0.0,32.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,Union City,569.0,0.0,0.0,392.0,392.0,177.0,21.0,0.0,0.0,0.0,0.0,21.0,8.0,0.0,0.0,0.0,0.0,8.0,102.0,0.0,0.0,100.0,100.0,2.0,59.0,0.0,0.0,57.0,57.0,2.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
495,Upland,86.0,0.0,0.0,0.0,0.0,86.0,400.0,0.0,0.0,392.0,392.0,8.0,29.0,0.0,0.0,25.0,25.0,4.0,13.0,0.0,0.0,0.0,0.0,13.0,54.0,0.0,0.0,5.0,5.0,49.0,33.0,0.0,0.0,0.0,0.0,33.0,58.0,0.0,0.0,0.0,0.0,58.0
496,Vacaville,351.0,0.0,0.0,60.0,60.0,291.0,371.0,0.0,0.0,228.0,228.0,143.0,304.0,0.0,0.0,0.0,0.0,304.0,214.0,0.0,0.0,0.0,0.0,214.0,140.0,0.0,0.0,0.0,0.0,140.0,97.0,0.0,0.0,0.0,0.0,97.0,347.0,0.0,0.0,222.0,222.0,125.0
497,Vallejo,118.0,0.0,0.0,48.0,48.0,70.0,13.0,0.0,4.0,0.0,4.0,9.0,45.0,0.0,0.0,0.0,0.0,45.0,38.0,0.0,0.0,0.0,0.0,38.0,25.0,0.0,0.0,0.0,0.0,25.0,27.0,0.0,0.0,0.0,0.0,27.0,13.0,0.0,0.0,13.0,13.0,0.0
498,Ventura County Unincorporated Area,121.0,0.0,0.0,0.0,0.0,121.0,97.0,0.0,0.0,0.0,0.0,97.0,45.0,0.0,0.0,0.0,0.0,45.0,31.0,0.0,0.0,0.0,0.0,31.0,54.0,0.0,0.0,0.0,0.0,54.0,28.0,0.0,0.0,0.0,0.0,28.0,50.0,0.0,0.0,0.0,0.0,50.0
499,Vernon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,Victorville,1549.0,4.0,84.0,371.0,459.0,1090.0,420.0,2.0,32.0,190.0,224.0,196.0,260.0,0.0,0.0,0.0,0.0,260.0,283.0,0.0,0.0,0.0,0.0,283.0,152.0,0.0,0.0,40.0,40.0,112.0,299.0,0.0,0.0,205.0,205.0,94.0,81.0,0.0,0.0,0.0,0.0,81.0
501,Villa Park,3.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
502,Visalia,1195.0,0.0,44.0,224.0,268.0,927.0,582.0,0.0,8.0,0.0,8.0,574.0,474.0,0.0,0.0,43.0,43.0,431.0,331.0,0.0,0.0,0.0,0.0,331.0,279.0,0.0,8.0,0.0,8.0,271.0,252.0,0.0,0.0,0.0,0.0,252.0,429.0,0.0,0.0,0.0,0.0,429.0
503,Vista,69.0,6.0,0.0,0.0,6.0,63.0,15.0,0.0,0.0,6.0,6.0,9.0,11.0,0.0,0.0,0.0,0.0,11.0,54.0,0.0,0.0,0.0,0.0,54.0,71.0,0.0,0.0,12.0,12.0,59.0,42.0,0.0,0.0,0.0,0.0,42.0,114.0,0.0,0.0,69.0,69.0,45.0
504,Walnut,9.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,4.0,34.0,0.0,0.0,0.0,0.0,34.0,49.0,0.0,0.0,0.0,0.0,49.0,85.0,0.0,0.0,0.0,0.0,85.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0
505,Walnut Creek,57.0,0.0,0.0,40.0,40.0,17.0,95.0,4.0,0.0,87.0,91.0,4.0,8.0,6.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,61.0,2.0,0.0,51.0,53.0,8.0,339.0,2.0,0.0,322.0,324.0,15.0,36.0,4.0,12.0,0.0,16.0,20.0
506,Wasco,84.0,2.0,0.0,0.0,2.0,82.0,33.0,2.0,0.0,0.0,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,10.0,61.0,0.0,71.0,23.0,100.0,10.0,60.0,0.0,70.0,30.0,78.0,0.0,0.0,0.0,0.0,78.0
507,Waterford,20.0,0.0,0.0,0.0,0.0,20.0,12.0,0.0,3.0,8.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,10.0,10.0,1.0
508,Watsonville,232.0,0.0,10.0,99.0,109.0,123.0,67.0,2.0,0.0,37.0,39.0,28.0,41.0,0.0,0.0,17.0,17.0,24.0,41.0,0.0,0.0,16.0,16.0,25.0,40.0,0.0,0.0,19.0,19.0,21.0,54.0,0.0,0.0,26.0,26.0,28.0,73.0,0.0,0.0,40.0,40.0,33.0
509,Weed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
